university_name,course_name,abbrv,direct_entry_requirements,utme_requirements,subjects
NIGERIAN ARMY UNIVERSITY BIU BORNO STATE,SOFTWARE ENGINEERING,NAUB,")       Two (2) 'A' Level passes in science subjects including Mathematics

 

(ii)   NCE merit in Mathematics and one (1) other Science or Social Science subject.","Five (5) SSC credit passes to include English Language, Mathematics, Physics plus two (2) other Science subjects.","Mathematics, Physics and one (1) of Biology, Chemistry, Agric Science, Economics and Geography."
NIGERIAN ARMY UNIVERSITY BIU BORNO STATE,STRUCTURAL ENGINEERING,NAUB,"(i)      'A' Level passes in Physics and Mathematics.

(ii)     ND/HND upper credit at appropriate levels.","Five (5) SSC credit passes to include Physics, Chemistry, Mathematics, English Language and one Science subject","Physics, Chemistry and Mathematics"
NIGERIAN ARMY UNIVERSITY BIU BORNO STATE,SURVEYING & GEOINFORMATICS,NAUB,"(i)       Two (2) 'A' Level passes chosen from Mathematics or Physics and Chemistry, Geography or Fine Arts.

ND/HND upper credits in relevant field.","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and any of Fine Art, Geography or Wood Work, Biology, Economics, Technical Drawing, Further. Mathematics., Introduction to Building Construction, Bricklaying/Block laying, Concreting, Wall, Floors and Ceiling Finishing, Joinery, Carpentary, Decorative Painting, Lining, Sign and Design, Wall Hanging, Colour Mixing/Matching and Glazing, Ceramics, Graphics Design, Graphic Printing, Basic Electricity.","Physics, Mathematics, and any of Chemistry, Geography, Art, Biology and Economics."
NIGERIAN ARMY UNIVERSITY BIU BORNO STATE,TRANSPORT & LOGISTICS MANAGEMENT,NAUB,Two (2)'A' Level passes including Economics.,"Five (5) SSC credit passes including English Language, Mathematics, Economics and two (2) other relevant subjects.","Mathematics, Economics and any other Social Science subject"
NIGERIAN ARMY UNIVERSITY BIU BORNO STATE,URBAN & REGIONAL PLANNING,NAUB,"(i)      Two (2) A’ LEVEL passes in Geography and Mathematics

ND/HND upper credit in Town Planning or related programmes plus UTME requirements are accepted","Five (5) SSC credit passes in English Language, Mathematics, Geography, and any two (2) of Physics, Chemistry, Economics, Government, Biology, Art, History, IRK/CRK, Social Studies and Tech Drawing.","Mathematics, Geography and one of Economics, Physics, Chemistry."
NIGERIAN ARMY UNIVERSITY BIU BORNO STATE,YORUBA,NAUB,Two (2) ‘A’ Level passes to include Yoruba or Literature in English.,Five (5) SSC credit passes to include Yoruba and English Language.,Yoruba and two (2) other subjects in Arts or Social Sciences
UNIVERSITY OF MAIDUGURI BORNO STATE,ACCOUNTING,MAIDUGURI,"Two (2) ‘A’ Level passes chosen from Economics, Accounting, Business Management, Government and Geography.","Five (5) SSC credit passes including English Language, Mathematics, and any of Economics/Principles of account and any other social Science subject.","Mathematics, any of  Economics/Principles of Account and any  other Social Science Subject."
UNIVERSITY OF MAIDUGURI BORNO STATE,ADULT EDUCATION,MAIDUGURI,"(i)    Two (2) 'A' Level   passes.

(ii)           NCE merit in two (2) subjects.","Five (5) 'O' Level credit passes including English Language, Mathematics and three (3) of Literature in English, History, French, Yoruba, Igbo, Hausa, Christian Religious Studies, Islamic Studies, Geography/Physic, Economics and Government or TC II with pass in English Language and four (4) other subjects.","Government/History, one (1) Social Science subject and any other subject."
UNIVERSITY OF MAIDUGURI BORNO STATE,AGRICULTURAL ENGINEERING,MAIDUGURI,'A' Level passes or equivalent in Physics and Mathematics.,"Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and any from Introduction to Agricultural Science, Materials and Workshop Process and Machining, Tractor Layout Power Unit Under Carriage and Auto Electricity; Transmission System; Implement and Machine; Principles of Crop Husbandry and Land Use, Materials and Workshop Processes; Construction and Maintenance of Agricultural Machines; general Metal Work; General Wood Work and Building/Engineering Drawing.","Mathematics, Chemistry and Physics."
UNIVERSITY OF MAIDUGURI BORNO STATE,AGRICULTURAL SCIENCE & EDUCATION,MAIDUGURI,"(i) Two (2) passes at 'A' Level in Biology /Zoology /Botany and any other Science subject.

(ii) NCE merit in Biology and any other Science subject.

(iii) NCE merit in Agriculture (Double Major).","Five (5) 'O' Level credit passes or equivalents in English Language, Chemistry, Biology/Agricultural Science., Mathematics and another relevant subject.","Any three (3) subjects from Chemistry, Biology, Agriculture, Physics, Economics, Geography and Mathematics."
UNIVERSITY OF MAIDUGURI BORNO STATE,AGRICULTURE,MAIDUGURI,"Two (2) ‘A’ Level passes in Chemistry and one from Biology/Botany/Zoology/Agricultural Science, Economics, Physics, Geography and Geology/Mathematics (Pure & Applied).","Five (5) SSC credit passes to include English Language, Biology/Agricultural Science, Chemistry and  any one of Mathematics, Physics, Geography and  Economics.","Chemistry, Biology/Agriculture and any one of Physics or Mathematics."
UNIVERSITY OF MAIDUGURI BORNO STATE,ANATOMY,MAIDUGURI,"Two (2) 'A' Level passes chosen from Biology, Chemistry and Physics in addition to the UTME requirements.","Five (5) SSC credit passes in English Language, Mathematics, Biology, Chemistry and Physics.","Biology, Chemistry and Physics."
UNIVERSITY OF MAIDUGURI BORNO STATE,ANIMAL SCIENCE,MAIDUGURI,Two (2) ‘A’ level passes or its equivalent in Chemistry and one of Biology/Botany/Zoology/Agriculture Science/Geography/Geology/Mathematics/Economics.,"Five (5) SSC credit passes in English Language, Chemistry, Mathematics, Biology/Agric Science and one of Physics, Geography or Economics.","Chemistry, Biology/Agriculture and Mathematics /Physics."
UNIVERSITY OF MAIDUGURI BORNO STATE,ARABIC STUDIES,MAIDUGURI,Two (2) ‘A’ Level passes in Arabic and any other Arts subject.,"Five (5) SSC credit passes in English Language, Arabic and three (3) other relevant subjects.",Arabic and two (2) subjects from Arts and/or Social Sciences.
UNIVERSITY OF MAIDUGURI BORNO STATE,ARCHITECTURE,MAIDUGURI,[Not Available],[Not Available],[Not Available]
UNIVERSITY OF MAIDUGURI BORNO STATE,BANKING & FINANCE,MAIDUGURI,"Two (2) 'A' Level passes chosen from Accounting, Economics, Management, Mathematics, Geography and Statistics.","Five (5) SSC credit passes to include: English Language, Mathematics and any of Economics/Principles of Accounts/Commerce and and two (2) other social science subjects.","Mathematics, any of Economics/Principles of account/Commerce, and one (1) other social science subject."
UNIVERSITY OF MAIDUGURI BORNO STATE,BIOCHEMISTRY,MAIDUGURI,"Two (2) 'A' Level passes chosen from Chemistry, Mathematics, Physics and Biology.

 

NCE/ND/HND in related programmes plus the UTME requirements.","Five (5) SSC credit passes in English Language, Chemistry, Mathematics, Physics and Biology.","Biology, Chemistry and Physics or Mathematics."
UNIVERSITY OF MAIDUGURI BORNO STATE,BIOTECHNOLOGY,MAIDUGURI,[Not Available],[Not Available],[Not Available]
UNIVERSITY OF MAIDUGURI BORNO STATE,BOTANY,MAIDUGURI,Two (2) 'A' Level passes in Biology/Botany/Zoology and Chemistry or Physics.,"Five (5) SSC Credit passes in English Language, Mathematics, Biology, Chemistry and Physics.","Biology, Chemistry and any other Science subject."
UNIVERSITY OF MAIDUGURI BORNO STATE,BUILDING,MAIDUGURI,[Not Available],[Not Available],[Not Available]
UNIVERSITY OF MAIDUGURI BORNO STATE,BUSINESS ADMINISTRATION,MAIDUGURI,"Two (2) ‘A’ Level passes chosen from Economics, Accounts, Business Management, Government, Geography or Statistics.","Five (5) SSC credit passes including English Language, Mathematics, any of  Economics/Principles of Account/Commerce, plus any two (2) Social Science Subjects.","Mathematics, any of  Economics/Principles of Account/Commerce, plus any  other Social Science Subject."
UNIVERSITY OF MAIDUGURI BORNO STATE,BUSINESS EDUCATION,MAIDUGURI,"(i) Two (2) 'A' Level passes or NCE merit in two (2) relevant subjects.

(ii) NCE merit in Business Education Double Major.","Five (5) TC II merit, 'O' Level or NTC/NBC credit passes including English Language, Mathematics, Economics and two (2) other subjects in the Social Sciences or Arts. For NBC, the other subjects could be from any of the following: Commerce, Office Practice, Principles of Accounts, Secretarial Duties, Typewriting and Shorthand.","Mathematics, Economics plus one (1) of Literature in English, History, Government, Geography, Chemistry and Physics."
UNIVERSITY OF MAIDUGURI BORNO STATE,CHEMICAL ENGINEERING,MAIDUGURI,"'A' Level passes in Physics, Chemistry and Mathematics.","Five (5) SSC credit passes to include Physics, Chemistry, Mathematics and English Language and any other Science subject.","Mathematics, Physics and Chemistry."
UNIVERSITY OF MAIDUGURI BORNO STATE,CHEMISTRY,MAIDUGURI,"i)  Two (2) 'A' Level passes in Chemistry and any one (1) of Physics, Mathematics or Biology.

 

(ii)   ND/NCE with good grades in relevant 'O' Level subjects.","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and Biology.","Chemistry and two (2) of Physics, Biology and Mathematics."
UNIVERSITY OF MAIDUGURI BORNO STATE,CIVIL ENGINEERING,MAIDUGURI,(i) 'A' Level passes in Physics and Mathematics. (ii) ND/HND upper credit at appropriate levels.,"Five (5) SSC credit passes to include Physics, Chemistry, Mathematics, English Language and one Science subject","Mathematics, Physics and any of Biology or Chemistry"
UNIVERSITY OF MAIDUGURI BORNO STATE,COMPUTER ENGINEERING,MAIDUGURI,"Three (3) 'A' Level passes in Pure Mathematics or Pure and Applied Mathematics, Chemistry and Physics.","Five (5) SSC credit passes to include Mathematics, Further Mathematics, Chemistry, Physics and 

English Language.","Mathematics, Physics and  and any of Chemistry or Biology."
UNIVERSITY OF MAIDUGURI BORNO STATE,COMPUTER SCIENCE,MAIDUGURI,"Minimum of Lower Credit/Merit in Diploma/HND, 9 points in NCE and IJMB","Five O'level credits in English Language, Mathematics or Further Mathematics and Physics. Other two subjects are Biology or Agric and Chemistry/Economics/Geography at not more than two sittings.","English, Maths, Physics and Chemistry or Biology"
UNIVERSITY OF MAIDUGURI BORNO STATE,CREATIVE ARTS,MAIDUGURI,"(i)         Two (2) ‘A’ Level passes in Arts or Fine Arts and any other subject.

ND upper credit HND lower credit from recognised institutions.","Five (5) SSC credit passes to include English Language and Fine Arts.

For holders of NTC, the relevant subjects could be General Wood work, Building/Engineering Drawing, Introduction to Building Construction; Decorative Painting; Spray Painting, Lining, Sign and Design; Wall hanging, Colour Mixing/Matching and Glazing; Printing Origination; Machine Printing and Finishing; General Metal Work, Basic Electricity, Spinning, Weaving, Surface Design and Printing; Bleaching, Dyeing and Finishing; Graphic Design; Graphic

Printing and Ceramics.",Fine Arts and two (2) other Arts subjects or Social Science subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,DENTISTRY & DENTAL SURGERY,MAIDUGURI,"Three (3) 'A' Level passes to include Chemistry, Biology/Zoology and Physics.","Five (5) SSC credit passes in English Language, Physics, Chemistry, Biology and Mathematics.","Chemistry, Biology and one (1) other Science subject."
UNIVERSITY OF MAIDUGURI BORNO STATE,ECONOMICS,MAIDUGURI,"Two (2)'A' Level passes in Economics and any one of Mathematics, Statistics, Geography, Physics, Chemistry, Agricultural Science, Accounting, Business Management, History and Government.","Five (5)SSC credit passes in English Language, Mathematics, Economics and any two (2) of Arts or Social Science subjects.","Economics, Mathematics and any of Government, History, Geography, Literature in English, French and Christian Religious Studies/Islamic Studies."
UNIVERSITY OF MAIDUGURI BORNO STATE,ECONOMICS /GEOGRAPHY/PHYSICS,MAIDUGURI,"(i) Two (2) 'A' Level passes in Economics and one (1) other relevant subject.

(ii) NCE merit/credit in Economics and one (1) other subject.","Five (5) 'O' Level credit passes to include English Language, Economics and Mathematics.","Economics, Mathematics and one (1) other subject from Geography/Physics, History, Government and Literature in English."
UNIVERSITY OF MAIDUGURI BORNO STATE,EDUCATION & ARABIC,MAIDUGURI,Two (2) 'A' Level passes or NCE in relevant subjects including Arabic.,"Five (5) 'O' Level credit passes in relevant subjects including English Language, Maths and Arabic.",Arabic and any two (2) subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,EDUCATION & BIOLOGY,MAIDUGURI,NCE/'A' Level passes in Biology and one (1) other Science subject.,"Five (5) SSC credit passes in English Language, Biology, Chemistry, Mathematics and one (1) other subject.","Biology and two (2) other subjects from Chemistry, Mathematics and Physics."
UNIVERSITY OF MAIDUGURI BORNO STATE,EDUCATION & CHEMISTRY,MAIDUGURI,Two (2) ‘A’ Level/NCE passes including Chemistry and one (1) other Science subject.,"Five (5) SSC credits in Mathematics, Chemistry, English Language and two (2) of Physics, Biology and Agricultural Science.","Chemistry and two (2) other subjects chosen from Physics, Biology and Mathematics."
UNIVERSITY OF MAIDUGURI BORNO STATE,EDUCATION & ECONOMICS,MAIDUGURI,"(i) Two (2) 'A' Level passes in Economics and one (1) other relevant subject.

(ii) NCE merit/credit in Economics and one (1) other subject.","Five (5) 'O' Level credit passes to include English Language, Economics and Mathematics.","Economics, Mathematics and one (1) other subject from Geography/Physics, History, Government and Literature in English."
UNIVERSITY OF MAIDUGURI BORNO STATE,EDUCATION & ENGLISH LANGUAGE,MAIDUGURI,"(i)  Two (2) 'A' Level passes in relevant teaching subjects including Literature in English.

(ii)  NCE credit or merit in two(2)relevant subjects.",Five (5) 'O' Level credit passes to include English Language and Maths plus two (2) other relevant teaching subjects.,Any Three (3) Subjects
UNIVERSITY OF MAIDUGURI BORNO STATE,EDUCATION & GEOGRAPHY,MAIDUGURI,"Two (2) 'A' Level passes/NCE merit which should include Geography

/Physics.","Five (5) SSC credit passes to include Geography, English Language and Mathematics.",Geography plus two (2) other Social Sciences/Arts subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,EDUCATION & HAUSA,MAIDUGURI,Two (2) 'A' Level passes in relevant subjects to include Hausa.,"Five (5) 'O' Level credit passes to include English Language, Maths and Hausa.",Hausa and two (2) other subjects
UNIVERSITY OF MAIDUGURI BORNO STATE,EDUCATION & HISTORY,MAIDUGURI,Two (2) NCE merit/'A' Level passes in History and one (1) other relevant Arts subject.,"Five (5) SSC credit passes in English Language, History and three (3) relevant Arts subjects.","History and any other two (2) subjects chosen from Christian Religious Studies / Islamic Studies, Literature in English, French, Yoruba, Geography/Physics, Economics, Government and Hausa."
UNIVERSITY OF MAIDUGURI BORNO STATE,EDUCATION & ISLAMIC STUDIES,MAIDUGURI,"(i) NCE merit in Islamic Studies and Education.

 

(ii) 'A' Level passes in Arabic/ Islamic Studies and any other relevant subject.","Five (5) SSC credit passes including English Language, Islamic Studies and three (3) other relevant subjects.",Islamic Studies and two (2) other subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,EDUCATION & MATHEMATICS,MAIDUGURI,Two (2)'A' Level passes/NCE in Mathematics and one (1) Science subject.,"Five (5) SSC credit passes to include English Language, Mathematics plus one (1) other Science subject.","Mathematics and any two (2) of the following Science subjects: Physics, Chemistry and Biology."
UNIVERSITY OF MAIDUGURI BORNO STATE,EDUCATION & PHYSICS,MAIDUGURI,"(i)  Two (2) 'A' Level passes in Physics and Mathematics.

(ii) NCE credit/merit in relevant subjects.","Five (5) 'O' Level credits passes to include English Language, Physics, Mathematics and two (2) other Science subjects or NTC/NBC.","Physics, Mathematics or Chemistry plus one (1) other subjects."
UNIVERSITY OF MAIDUGURI BORNO STATE,EDUCATION AND SCIENCE,MAIDUGURI,"(i)     Two (2) 'A' Level passes in relevant Science subjects which should include candidates proposed course.

(ii)   NCE credit/merit in addition to TC II merit or 'O' Level credit in relevant subjects.","Five (5) 'O' Level credit passes including English Language, Mathematics and two (2) other Science subjects.",Three (3) relevant Science or NBC subjects
UNIVERSITY OF MAIDUGURI BORNO STATE,EDUCATION ARTS:,MAIDUGURI,Two (2) 'A' Level passes in relevant subject/NCE merit,"Five (5) 'O' Level credit passes in relevant subjects including English Language, Mathematics and subject of specialization.",Subject of specialization and any two (2) Arts subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,ELECTRICAL /ELECTRONICS ENGINEERING,MAIDUGURI,"Two (2) 'A' Level passes in Mathematics, Physics or Chemistry","Five (5) SSC credit passes to include Mathematics, Physics, Chemistry, English Language and any other Science subject.","Mathematics, Physics and and any of Chemistry or Biology."
UNIVERSITY OF MAIDUGURI BORNO STATE,ENGLISH,MAIDUGURI,Two (2) ‘A’ Level passes to include Literature in English and one other Arts subject.,"Five (5) SSC credit passes to include Literature in English, English Language and three other Arts or Social Science subjects.",Literature in English and  any other two (2) subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,ENVIRONMENTAL BIOLOGY,MAIDUGURI,"Two (2) 'A' Level passes or NCE in Biology, Zoology or Botany and one other Science subject","Five (5) SSC credit passes in English Language, Mathematics, Biology and two (2) other Science subject.","Biology and any two (2) of Physics, Chemistry and Mathematics."
UNIVERSITY OF MAIDUGURI BORNO STATE,FINE ART:,MAIDUGURI,"Minimum of National Diploma at Credit Level Fine Arts, 9 points in NCE plus the O’ Level Requirements","Five O'level Credits including English Language, Mathematics, Visual Arts and any other two subjects",Fine Arts and two other Arts or Social Science Subjects
UNIVERSITY OF MAIDUGURI BORNO STATE,FISHERIES,MAIDUGURI,"(i) Two (2) 'A' Level passes in any of Chemistry, Biology, Botany, Zoology, Agricultural Science Geography, Mathematics (pure & applied), Physics, Geology and Economics.

 

(ii)NCE Agriculture","Five (5) SSC credit passes in Biology/Agricultural Science, Chemistry, Mathematics and English Language plus any other Science subject.","Chemistry, Biology/Agricultural Science and any other Science subject."
UNIVERSITY OF MAIDUGURI BORNO STATE,FOOD SCIENCE & TECHNOLOGY,MAIDUGURI,"(i)       'A' Level passes in two (2) of Physics Chemistry, and Mathematics.

(ii)     ND/HND upper credit in relevant programmes.","Five (5) SSC credit passes to include Physics, Chemistry, Mathematics, English Language and any other Science subject.","Mathematics, Chemistry and Physics or Biology."
UNIVERSITY OF MAIDUGURI BORNO STATE,FORESTRY & WILDLIFE,MAIDUGURI,Two (2) ’A’ Level passes in Chemistry and Biology or Agric Science or Zoology or Botany.,"Five (5) SSC credit passes in English, Chemistry, Mathematics, Biology and one of Physics, Economics, Further Mathematics and Statistics.","Chemistry, Biology/Agriculture and Physics or Mathematics."
UNIVERSITY OF MAIDUGURI BORNO STATE,FRENCH,MAIDUGURI,Two (2) ‘A’ Level passes including French and one other Arts subject.,Five (5) SSC credit passes including French and English Language plus one other Arts subject.,Any Three (3) Subjects
UNIVERSITY OF MAIDUGURI BORNO STATE,FULFULDE,MAIDUGURI,Two (2) ‘A’ Level passes in Arts and Social Science subjects.,Five (5) SSC credit passes in Arts/Social Science subjects.,Any three (3) Arts subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,GEOGRAPHY,MAIDUGURI,"Two (2)'A' Level passes in Geography and any one of Economics., Government, Physics, Chemistry, Biology, and Mathematics","Five (5) SSC credit passes in English Language, Maths, Geography, and any two (2) subjects.",Geography and two (2) other subjects
UNIVERSITY OF MAIDUGURI BORNO STATE,GEOLOGY,MAIDUGURI,"(i) Two (2) 'A' Level passes from Geology, Chemistry, Mathematics, Physics, Biology and Geography.","Five (5) SSC credit passes in English Language, Biology, Chemistry, Mathematics and any other subject.","Any three (3) of Chemistry, Physics, Mathematics, Biology and Geography."
UNIVERSITY OF MAIDUGURI BORNO STATE,HAUSA,MAIDUGURI,Two (2) A’ Level passes in Hausa and any other relevant subjects.,Five (5) SSC credit passes to include English Language and Hausa.,"Hausa, Literature in English and any of Economics, Government, History and Arabic."
UNIVERSITY OF MAIDUGURI BORNO STATE,HEALTH EDUCATION,MAIDUGURI,"i)  Two (2) 'A' Level passes in any of Biology, Chemistry, Physics and Mathematics.

 

(ii)  NCE merit in Physical Education and credit in Arithmetical process or Mathematics.

 

(iii)  Diploma in Health Education, Environmental Sanitation, Physical Education, Social work, Health Administration with overall grades of merit plus three (3) 'O' Level credit passes/TC II merit which should include English Language.

 

(iv) NCE in Biology, Health Education, and Integrated Science with a pass grade plus two (2) 'O' Level credit passes/TC II merit passes.

 

(v)    Registered Nurse plus five (5) 'O' Level credit passes to include English Language.","i) Five (5) SSC credit passes/TC II merit passes including     English Language, Biology or its equivalent.

 

ii) Five (5) SSC credit passes/TC II merit passes to include English Language and Mathematics.",Biology and any two (2) relevant subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,HISTORY,MAIDUGURI,Two (2) ‘A’ Level passes in History and any other related subjects.,Five (5) SSC credit passes to include History and English Language.,History and any other two (2) subjects from Arts and Social Sciences.
UNIVERSITY OF MAIDUGURI BORNO STATE,HUMAN PHYSIOLOGY,MAIDUGURI,[Not Available],[Not Available],[Not Available]
UNIVERSITY OF MAIDUGURI BORNO STATE,INDUSTRIAL CHEMISTRY,MAIDUGURI,"Minimum of Lower Credit/Merit in Diploma/HND, 9 points in NCE and IJMB.","Five O'level credits including English Language, Mathematics, Chemistry, Biology and Physics at not more than two sittings.","English, Chemistry and any two of Biology, Maths, Physics"
UNIVERSITY OF MAIDUGURI BORNO STATE,INDUSTRIAL DESIGN,MAIDUGURI,"Minimum of National Diploma at Credit Level Fine Arts, 9 points in NCE plus the O’ Level Requirements","Five O'level Credits including English Language, Mathematics, Visual Arts or Technical Drawing and any other two subjects.","Maths, Chemistry and Physics/Fine Arts"
UNIVERSITY OF MAIDUGURI BORNO STATE,ISLAMIC STUDIES,MAIDUGURI,Two (2) ‘A’ level passes to include Islamic Studies.,Five (5) SSC credit passes to include English Language and Islamic Studies or Arabic and any three (3) relevant subjects.,Islamic Studies plus two (2) other Arts subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,ISLAMIC/SHARIA LAW,MAIDUGURI,Two (2)A’ level passes to include Islamic Studies or Arabic,Five (5)'O' Level credit passes in Arts or Social Sciences to include English Language and Islamic Studies or Arabic.,Any three (3) Arts or Social Science subjects including Arabic or Islamic Studies
UNIVERSITY OF MAIDUGURI BORNO STATE,KANURI,MAIDUGURI,"(i)              Two (2) 'A' Level passes to include Literature in English.

Two 'A' Level passes in Arts Subjects",Five (5) SSC credit passes to include English Language and Literature in English.,Any Three (3) Subjects
UNIVERSITY OF MAIDUGURI BORNO STATE,LAW,MAIDUGURI,"Two (2)'A' Level passes in Arts or Social Science subjects.

(ii)   NCE/ND/First Degree (Second Class Lower).","Five (5)'O' Level credit passes to include English Language, Literature in English and Mathematics.",Any three (3) Arts or Social Science subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,LIBRARY SCIENCE,MAIDUGURI,"(i) Two (2) 'A' Level passes in relevant subject plus the UTME requirements.

(ii) NCE merit in relevant subjects.","Five (5) SSC credit passes in English Language, Mathematics and three (3) other relevant Arts/Sciences/Social Sciences subjects.",Any three (3) subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,LINGUISTICS,MAIDUGURI,"Two (2) ‘A’ Level passes or NCE to include any Language, preferably an African Language.",Five (5) SSC credit passes including English Language.,Any Language and two (2) other subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,LINGUISTICS & FULFULDE,MAIDUGURI,Two (2) ‘A’ Level passes in Arts and Social Science subjects.,Five (5) SSC credit passes in Arts/Social Science subjects.,Any three (3) Arts subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,LINGUISTICS & KANURI,MAIDUGURI,"(i)              Two (2) 'A' Level passes to include Literature in English.

Two 'A' Level passes in Arts Subjects",Five (5) SSC credit passes to include English Language and Maths,Any Three (3) Subjects
UNIVERSITY OF MAIDUGURI BORNO STATE,MARKETING,MAIDUGURI,"Two (2) ‘A’ Level passes chosen from Accounting, Management, Government and Geography.","Five (5) SSC credit passes including English Language, Mathematics and any three (3) relevant subjects.","Mathematics, Economics plus one (1) other subject."
UNIVERSITY OF MAIDUGURI BORNO STATE,MASS COMMUNICATION,MAIDUGURI,Two (2) 'A' Level passes in relevant subjects.,Five (5) SSC credit passes to include English Language.,Any three (3) Arts and Social Science subjects.
UNIVERSITY OF MAIDUGURI BORNO STATE,MATHEMATICS,MAIDUGURI,") Two (2) 'A' Level passes in Mathematics and any other science subject.

(ii)           NCE merit in Mathematics and one (1) of Physics, Chemistry or Economics","Five (5) SSC credit passes including English Language, Mathematics and Physics or Chemistry.","Mathematics and any two (2) of Physics, Chemistry and Economics or Geography."
UNIVERSITY OF MAIDUGURI BORNO STATE,MECHANICAL ENGINEERING,MAIDUGURI,"(i)        Two (2) 'A' Level passes from Chemistry, Physics and Mathematics.

(ii)       ND upper credit, NCE technical and HND in Mech. Engineering.","Five (5) SSC credit passes to include Physics, Chemistry, Mathematics, English Language and any other Science subject.","Mathematics, Physics and Chemistry or Biology."
UNIVERSITY OF MAIDUGURI BORNO STATE,MEDICAL LABORATORY SCIENCE,MAIDUGURI,"'A' Level passes   to include Physics, Chemistry and Biology or Zoology","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and Biology","Physics, Chemistry and Biology"
UNIVERSITY OF MAIDUGURI BORNO STATE,MEDICINE & SURGERY,MAIDUGURI,"(i) 'A' Level passes in Physics, Chemistry and Biology or Zoology in addition to the UTME requirements.

(ii) BSC, BOS, etc in relevant programme.","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and Biology.","Physics, Chemistry and Biology."
UNIVERSITY OF MAIDUGURI BORNO STATE,MICROBIOLOGY,MAIDUGURI,"Two (2) 'A' Level passes in Chemistry and any one (1) from Biology, Zoology or Botany.","Five (5) SSC credit passes in English Language, Mathematics, Chemistry, Biology and Physics.","Biology, Chemistry and either Physics or Mathematics."
UNIVERSITY OF MAIDUGURI BORNO STATE,NATURAL ANDENVIRONMENTAL SCIENCE,MAIDUGURI,"Two (2) 'A' Level passes in Chemistry and any one (1) from Biology, Zoology or Botany.","Five (5) SSC credit passes in English Language, Mathematics, Chemistry, Biology and Physics.","Biology, Chemistry and either Physics or Mathematics."
UNIVERSITY OF MAIDUGURI BORNO STATE,NURSING/NURSING SCIENCE,MAIDUGURI,"(i)              'A' Level passes in any two (2) of Physics, Chemistry, Biology and Mathematics

(ii)            ND Upper Credit in Prosthesis and Orthopaedic Technology.




(i)              Two (2) 'A' Level passes in Biology/ Zoology, Chemistry and Physics plus  three (3) other 'O' Level credit passes in Mathematics, Physics and English Language.

(ii)            NRN or its approved equivalent plus five (5) 'O' Level credit passes  in English Language and four (4) Science subjects chosen from Mathematics, Physics, Chemistry, Biology, Human Anatomy, Physiology and Hygiene, Health Science, Further Mathematics and General Science.","Five (5) SSC credit passes including English Language, Physics, Mathematics, Chemistry and Biology.","Chemistry, Biology and Physics."
UNIVERSITY OF MAIDUGURI BORNO STATE,NUTRITION AND DIETETICS,MAIDUGURI,[Not Available],[Not Available],[Not Available]
UNIVERSITY OF MAIDUGURI BORNO STATE,PETROLEUM CHEMISTRY,MAIDUGURI,"Minimum of Lower Credit/Merit in Diploma/HND, 9 points in NCE and IJMB.","Five O'level credits including English Language, Mathematics, Chemistry, Biology and Physics at not more than two sittings.","English, Chemistry and any two of Biology, Maths, Physics"
UNIVERSITY OF MAIDUGURI BORNO STATE,PHARMACY,MAIDUGURI,"Three (3) 'A' Level passes in Chemistry, Biology/Zoology and Physics or Mathematics plus UTME requirements.","Five (5) SSC credit passes in English Language, Mathematics, Physics, Chemistry and Biology.","Physics, Chemistry and Biology."
UNIVERSITY OF MAIDUGURI BORNO STATE,PHYSICAL EDUCATION,MAIDUGURI,"(i)  Two (2) 'A' Level passes in any of Biology, Chemistry, Physics and Mathematics.

 

(ii)  NCE merit in Physical Education and credit in Arithmetical process or Mathematics.

 

(iii)  Diploma in Health Education, Environmental Sanitation, Physical Education, Social work, Health Administration with overall grades of merit plus three (3) 'O' Level credit passes/TC II merit which should include English Language.

 

(iv) NCE in Biology, Health Education, and Integrated Science with a pass grade plus two (2) 'O' Level credit passes/TC II merit passes.

 

(v)    Registered Nurse plus five (5) 'O' Level credit passes to include English Language.","i) Five (5) SSC credit passes/TC II merit passes including     English Language, Biology or its equivalent.

 

ii) Five (5) SSC credit passes/TC II merit passes to include English Language and Mathematics.",Biology and any two (2) relevant subjects.
